provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
335658,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"Non profit - Corporation",NO,3.84309,0.56393
335659,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.9,"For profit - Corporation",NO,2.45994,0.15751
335661,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,4.68425,0.10042
335662,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Corporation",NO,4.60055,0.46578
335663,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"For profit - Corporation",NO,2.94384,0.35646
335665,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"Non profit - Corporation",NO,3.50943,0.43899
15048,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,4.2824,0.49014
335666,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"Non profit - Corporation",NO,3.96205,0.57112
335667,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.7,"For profit - Partnership",NO,6.4154,2.09319
335668,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.1,"Non profit - Church related",NO,3.5282,0.36078
335669,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"Non profit - Corporation",YES,3.48786,0.59855
335670,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"Non profit - Corporation",NO,4.03694,0.51803
335672,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.4,"Non profit - Corporation",NO,4.63316,0.45804
335673,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",18.1,"For profit - Individual",NO,3.4868,0.54551
335674,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11,"For profit - Corporation",NO,2.84433,0.29422
335675,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.8,"Non profit - Church related",NO,4.37358,0.65984
335676,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.5,"For profit - Partnership",NO,2.09378,0.1941
15049,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"Non profit - Corporation",NO,3.59782,0.59044
335677,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.9,"For profit - Corporation",NO,3.60153,0.3433
335678,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Partnership",NO,3.52133,0.38758
335679,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,4.17811,0.49641
335681,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,2.53931,0.33423
335682,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.9,"Non profit - Church related",NO,2.70609,0.19942
335683,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"For profit - Individual",NO,3.76874,0.4437
335684,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"Non profit - Corporation",NO,3.91104,0.5133
335685,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.7,"For profit - Corporation",NO,3.43358,0.30274
335687,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Partnership",NO,2.93965,0.56328
15050,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"For profit - Corporation",NO,3.60363,0.47309
335688,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.5,"Non profit - Corporation",YES,4.3885,0.62772
335690,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Partnership",NO,3.35834,0.25025
335691,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"Non profit - Church related",YES,3.20552,0.51528
335692,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"Non profit - Church related",YES,3.58203,0.65309
335693,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.81537,0.52817
335694,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,4.32488,0.89206
335695,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Corporation",NO,3.11684,0.41325
335696,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,3.57808,0.48061
335697,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"Non profit - Corporation",NO,5.3266,0.50257
335700,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Corporation",NO,4.36946,0.84853
15053,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"Government - City/county",NO,4.41983,0.60291
335701,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Partnership",NO,3.94528,0.75042
335702,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"Non profit - Corporation",YES,4.79313,0.88676
335703,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.7,"For profit - Corporation",NO,5.4636,0.53671
335704,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,2.80025,0.26752
335705,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"Non profit - Corporation",YES,5.33586,1.08466
335706,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"Non profit - Corporation",YES,4.3562,0.4811
335710,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.6,"For profit - Corporation",NO,3.74404,0.43271
335711,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,3.36269,0.4239
335713,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"Non profit - Corporation",NO,4.10177,0.31685
335714,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"Non profit - Corporation",NO,4.34706,0.78344
15060,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,3.50288,0.47211
335716,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.4,"For profit - Corporation",NO,4.02712,0.51782
335718,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8,"For profit - Corporation",NO,3.55892,0.52337
335719,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,3.39318,0.61552
335720,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.3,"For profit - Corporation",NO,2.48664,0.17246
335721,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"Non profit - Church related",NO,3.02074,0.47357
335723,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"For profit - Corporation",NO,2.6953,0.24625
335724,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",18.8,"Non profit - Corporation",NO,3.27345,0.55234
335726,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,2.22608,0.20713
335727,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,3.40949,0.36297
15063,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.7,"For profit - Corporation",NO,3.35446,0.71273
335730,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"Non profit - Corporation",NO,4.98698,0.61757
335732,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.5,"For profit - Corporation",NO,4.17388,0.51849
335734,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.9,"For profit - Individual",NO,3.40958,0.46544
335737,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.7,"For profit - Partnership",NO,2.81435,0.19806
335738,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.4,"For profit - Corporation",NO,2.31609,0.23521
335739,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,2.49995,0.30964
335742,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"For profit - Corporation",NO,2.97716,0.31305
335744,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,2.21704,0.18529
15065,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.3,"For profit - Corporation",NO,4.473,0.33094
335746,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"Non profit - Corporation",NO,4.18925,0.34287
335747,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.7,"For profit - Corporation",NO,4.55254,0.53485
335748,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.8,"Non profit - Church related",NO,3.61324,0.42936
335750,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.3,"Non profit - Corporation",NO,3.79814,0.44387
335751,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.4,"Non profit - Corporation",NO,4.19743,0.36726
335752,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.8,"For profit - Corporation",NO,3.5905,0.46035
335753,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.8,"For profit - Individual",NO,4.09162,0.49275
335755,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Partnership",NO,3.18629,0.27512
335756,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.19383,0.50193
335757,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.6,"For profit - Corporation",NO,4.60762,0.49916
15066,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,4.45334,0.82865
335758,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"Government - State",NO,4.26616,0.90056
335759,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"For profit - Corporation",NO,3.00862,0.35543
335760,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.5,"Non profit - Corporation",NO,4.14341,0.64718
335761,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"For profit - Corporation",NO,3.30095,0.26114
335762,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",28.9,"Non profit - Corporation",NO,4.31661,1.06141
335763,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"Non profit - Church related",NO,2.81038,0.39545
335764,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"Non profit - Corporation",NO,4.02738,0.29347
335765,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,3.41115,0.35863
335766,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Corporation",NO,4.18885,0.47248
335767,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"Non profit - Corporation",NO,4.81637,0.75352
335768,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"Non profit - Corporation",YES,4.16318,0.60925
335769,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"Non profit - Corporation",NO,3.89543,0.51574
335770,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"Government - State",NO,4.74016,0.62168
335771,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,2.86929,0.20519
335772,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",18,"For profit - Corporation",NO,7.19377,0.70711
335774,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"Non profit - Church related",NO,3.47494,0.6918
335775,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",19.7,"Non profit - Corporation",YES,3.74798,0.53951
335777,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"Non profit - Church related",NO,4.03503,0.81314
335778,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.6,"Non profit - Corporation",NO,4.17938,0.41295
335780,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"Non profit - Corporation",NO,4.48244,0.41429
335781,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",17.6,"Non profit - Corporation",NO,4.10023,0.66308
335782,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.30197,0.34305
335784,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"Non profit - Corporation",NO,3.49215,0.35754
335785,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"Non profit - Corporation",YES,4.16236,0.63229
335786,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.3,"Non profit - Corporation",NO,3.66988,0.52007
335787,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.2,"For profit - Corporation",NO,3.00824,0.23972
335788,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"Government - State",NO,5.36802,0.72778
335789,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.8,"For profit - Corporation",NO,3.80146,0.59935
335790,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,3.46849,0.51493
15073,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,4.99216,0.56879
335791,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.8,"For profit - Partnership",NO,3.68703,0.58407
335792,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.9,"For profit - Corporation",NO,3.19224,0.2841
335793,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Corporation",NO,6.68879,1.78865
335794,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,4.23619,0.37203
335795,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.1,"Non profit - Corporation",NO,2.87142,0.34385
335796,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.34785,0.38684
335797,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"Non profit - Corporation",NO,4.36436,0.64065
335798,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.9,"For profit - Corporation",NO,3.582,0.35488
335799,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Partnership",NO,2.98865,0.3635
335800,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"Non profit - Corporation",NO,3.71363,0.8704
15075,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.89364,0.35149
335801,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"Non profit - Corporation",NO,3.38696,0.46308
335802,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.1,"Non profit - Corporation",NO,3.59103,0.73196
335803,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"For profit - Corporation",NO,3.93551,0.68235
335804,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.50492,0.54758
335805,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.7,"Government - City/county",NO,4.56035,0.65789
335808,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Individual",NO,5.9046,0.49602
335809,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"Non profit - Corporation",NO,3.20195,0.33785
335810,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"Non profit - Corporation",NO,3.18471,0.27172
