hospital_name,state,measure_name,number_of_discharges,number_of_readmissions,excess_readmission_ratio,region_name
"TUBA CITY REGIONAL HEALTH CARE CORPORATION",AZ,READM-30-PN-HRRP,198,25,0.9633,"West Region"
"PARADISE VALLEY HOSPITAL",AZ,READM-30-HF-HRRP,84,21,1.0481,"West Region"
"PARADISE VALLEY HOSPITAL",AZ,READM-30-PN-HRRP,134,21,0.9921,"West Region"
"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",AZ,READM-30-HF-HRRP,48,15,1.0876,"West Region"
"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",AZ,READM-30-PN-HRRP,170,22,0.9828,"West Region"
"NORTHWEST MEDICAL CENTER",AZ,READM-30-AMI-HRRP,174,31,1.0311,"West Region"
"NORTHWEST MEDICAL CENTER",AZ,READM-30-HF-HRRP,331,54,0.8547,"West Region"
"NORTHWEST MEDICAL CENTER",AZ,READM-30-PN-HRRP,500,74,0.9428,"West Region"
"SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER",AZ,READM-30-AMI-HRRP,295,33,0.8584,"West Region"
"SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER",AZ,READM-30-HF-HRRP,555,123,0.9885,"West Region"
"SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER",AZ,READM-30-PN-HRRP,568,100,1.0112,"West Region"
"BANNER BAYWOOD MEDICAL CENTER",AZ,READM-30-HF-HRRP,491,139,1.1867,"West Region"
"BANNER BAYWOOD MEDICAL CENTER",AZ,READM-30-PN-HRRP,672,115,1.0054,"West Region"
"BANNER THUNDERBIRD MEDICAL CENTER",AZ,READM-30-AMI-HRRP,181,43,1.1385,"West Region"
"BANNER THUNDERBIRD MEDICAL CENTER",AZ,READM-30-HF-HRRP,491,128,1.0671,"West Region"
"BANNER THUNDERBIRD MEDICAL CENTER",AZ,READM-30-PN-HRRP,390,88,1.1182,"West Region"
"JOHN C LINCOLN DEER VALLEY HOSPITAL",AZ,READM-30-AMI-HRRP,128,18,0.982,"West Region"
"JOHN C LINCOLN DEER VALLEY HOSPITAL",AZ,READM-30-HF-HRRP,220,48,0.9899,"West Region"
"JOHN C LINCOLN DEER VALLEY HOSPITAL",AZ,READM-30-PN-HRRP,207,24,0.9016,"West Region"
"BANNER DEL E WEBB MEDICAL CENTER",AZ,READM-30-AMI-HRRP,365,63,1.0112,"West Region"
"BANNER DEL E WEBB MEDICAL CENTER",AZ,READM-30-HF-HRRP,599,120,0.9617,"West Region"
"BANNER DEL E WEBB MEDICAL CENTER",AZ,READM-30-PN-HRRP,637,110,1.0389,"West Region"
"ARROWHEAD HOSPITAL",AZ,READM-30-HF-HRRP,162,35,0.98,"West Region"
"ARROWHEAD HOSPITAL",AZ,READM-30-PN-HRRP,208,36,1.0132,"West Region"
"WESTERN ARIZONA REGIONAL MEDICAL CTR",AZ,READM-30-AMI-HRRP,157,26,0.9766,"West Region"
"WESTERN ARIZONA REGIONAL MEDICAL CTR",AZ,READM-30-HF-HRRP,369,99,1.0888,"West Region"
"WESTERN ARIZONA REGIONAL MEDICAL CTR",AZ,READM-30-PN-HRRP,211,47,1.1083,"West Region"
"MAYO CLINIC HOSPITAL",AZ,READM-30-AMI-HRRP,236,38,0.9831,"West Region"
"MAYO CLINIC HOSPITAL",AZ,READM-30-HF-HRRP,483,108,0.9976,"West Region"
"MAYO CLINIC HOSPITAL",AZ,READM-30-PN-HRRP,534,86,0.9631,"West Region"
"BANNER HEART HOSPITAL",AZ,READM-30-AMI-HRRP,486,80,1.0415,"West Region"
"BANNER HEART HOSPITAL",AZ,READM-30-HF-HRRP,898,186,0.9944,"West Region"
"WEST VALLEY HOSPITAL",AZ,READM-30-AMI-HRRP,117,22,1.0421,"West Region"
"WEST VALLEY HOSPITAL",AZ,READM-30-HF-HRRP,145,31,0.9691,"West Region"
"WEST VALLEY HOSPITAL",AZ,READM-30-PN-HRRP,170,27,0.969,"West Region"
"ORO VALLEY HOSPITAL",AZ,READM-30-AMI-HRRP,113,13,0.936,"West Region"
"ORO VALLEY HOSPITAL",AZ,READM-30-HF-HRRP,157,34,0.9973,"West Region"
"ORO VALLEY HOSPITAL",AZ,READM-30-PN-HRRP,208,36,1.0424,"West Region"
"BANNER ESTRELLA MEDICAL CENTER",AZ,READM-30-AMI-HRRP,95,23,1.1388,"West Region"
"BANNER ESTRELLA MEDICAL CENTER",AZ,READM-30-HF-HRRP,211,54,1.0331,"West Region"
"BANNER ESTRELLA MEDICAL CENTER",AZ,READM-30-PN-HRRP,269,54,1.046,"West Region"
"VALLEY VIEW MEDICAL CENTER",AZ,READM-30-HF-HRRP,137,33,1.0115,"West Region"
"VALLEY VIEW MEDICAL CENTER",AZ,READM-30-PN-HRRP,111,24,1.0673,"West Region"
"YAVAPAI REGIONAL MEDICAL CENTER-EAST",AZ,READM-30-HF-HRRP,102,17,0.9283,"West Region"
"YAVAPAI REGIONAL MEDICAL CENTER-EAST",AZ,READM-30-PN-HRRP,191,26,0.964,"West Region"
"MERCY GILBERT MEDICAL CENTER",AZ,READM-30-AMI-HRRP,103,14,0.9429,"West Region"
"MERCY GILBERT MEDICAL CENTER",AZ,READM-30-HF-HRRP,270,59,0.9703,"West Region"
"MERCY GILBERT MEDICAL CENTER",AZ,READM-30-PN-HRRP,315,35,0.8356,"West Region"
"GILBERT HOSPITAL",AZ,READM-30-HF-HRRP,66,16,1.038,"West Region"
"GILBERT HOSPITAL",AZ,READM-30-PN-HRRP,116,14,0.9664,"West Region"
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-AMI-HRRP,156,24,0.9814,"West Region"
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-HF-HRRP,273,71,1.0671,"West Region"
"MOUNTAIN VISTA MEDICAL CENTER, LP",AZ,READM-30-PN-HRRP,294,55,1.0535,"West Region"
"BANNER GATEWAY MEDICAL CENTER",AZ,READM-30-HF-HRRP,162,36,1.0313,"West Region"
"BANNER GATEWAY MEDICAL CENTER",AZ,READM-30-PN-HRRP,155,20,0.9417,"West Region"
"SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL",AZ,READM-30-HF-HRRP,107,17,0.9322,"West Region"
"SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL",AZ,READM-30-PN-HRRP,139,20,0.9881,"West Region"
"SILOAM SPRINGS REGIONAL HOSPITAL",AR,READM-30-HF-HRRP,91,25,1.0911,"South Region"
"SILOAM SPRINGS REGIONAL HOSPITAL",AR,READM-30-PN-HRRP,183,35,1.0808,"South Region"
"JOHNSON REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,84,15,0.9713,"South Region"
"JOHNSON REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,190,35,1.1098,"South Region"
"WASHINGTON REGIONAL MED CTR AT NORTH HILLS",AR,READM-30-AMI-HRRP,306,38,0.9129,"South Region"
"WASHINGTON REGIONAL MED CTR AT NORTH HILLS",AR,READM-30-HF-HRRP,550,104,0.9273,"South Region"
"WASHINGTON REGIONAL MED CTR AT NORTH HILLS",AR,READM-30-PN-HRRP,454,61,0.9125,"South Region"
"ST VINCENT INFIRMARY MEDICAL CENTER",AR,READM-30-AMI-HRRP,163,24,0.9625,"South Region"
"ST VINCENT INFIRMARY MEDICAL CENTER",AR,READM-30-HF-HRRP,718,166,1.0377,"South Region"
"ST VINCENT INFIRMARY MEDICAL CENTER",AR,READM-30-PN-HRRP,426,66,0.9791,"South Region"
"MERCY HOSPITAL NORTHWEST ARKANSAS",AR,READM-30-AMI-HRRP,215,40,1.0679,"South Region"
"MERCY HOSPITAL NORTHWEST ARKANSAS",AR,READM-30-HF-HRRP,352,63,0.8826,"South Region"
"MERCY HOSPITAL NORTHWEST ARKANSAS",AR,READM-30-PN-HRRP,301,55,1.0345,"South Region"
"CHAMBERS MEMORIAL HOSPITAL",AR,READM-30-AMI-HRRP,37,14,1.0802,"South Region"
"CHAMBERS MEMORIAL HOSPITAL",AR,READM-30-HF-HRRP,121,39,1.1575,"South Region"
"CHAMBERS MEMORIAL HOSPITAL",AR,READM-30-PN-HRRP,107,32,1.218,"South Region"
"WHITE COUNTY MEDICAL CENTER",AR,READM-30-AMI-HRRP,242,38,0.9959,"South Region"
"WHITE COUNTY MEDICAL CENTER",AR,READM-30-HF-HRRP,697,172,1.1117,"South Region"
"WHITE COUNTY MEDICAL CENTER",AR,READM-30-PN-HRRP,812,182,1.2336,"South Region"
"MENA REGIONAL HEALTH SYSTEM",AR,READM-30-HF-HRRP,90,16,0.9616,"South Region"
"MENA REGIONAL HEALTH SYSTEM",AR,READM-30-PN-HRRP,153,20,0.934,"South Region"
"UAMS MEDICAL CENTER",AR,READM-30-AMI-HRRP,119,30,1.122,"South Region"
"UAMS MEDICAL CENTER",AR,READM-30-HF-HRRP,230,64,1.0608,"South Region"
"UAMS MEDICAL CENTER",AR,READM-30-PN-HRRP,384,86,1.0845,"South Region"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,35,12,1.0848,"South Region"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,200,45,1.042,"South Region"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,723,115,1.0044,"South Region"
"SUMMIT MEDICAL CENTER",AR,READM-30-HF-HRRP,72,17,1.0249,"South Region"
"SUMMIT MEDICAL CENTER",AR,READM-30-PN-HRRP,143,31,1.1094,"South Region"
"FORREST CITY MEDICAL CENTER",AR,READM-30-HF-HRRP,70,20,1.0546,"South Region"
"FORREST CITY MEDICAL CENTER",AR,READM-30-PN-HRRP,85,14,1.0207,"South Region"
"ST BERNARDS MEDICAL CENTER",AR,READM-30-AMI-HRRP,403,64,0.9971,"South Region"
"ST BERNARDS MEDICAL CENTER",AR,READM-30-HF-HRRP,684,128,0.8972,"South Region"
"ST BERNARDS MEDICAL CENTER",AR,READM-30-PN-HRRP,577,81,0.9077,"South Region"
"NW ARKANSAS HOSPITALS, LLC",AR,READM-30-AMI-HRRP,318,54,1.0216,"South Region"
"NW ARKANSAS HOSPITALS, LLC",AR,READM-30-HF-HRRP,633,151,1.0408,"South Region"
"NW ARKANSAS HOSPITALS, LLC",AR,READM-30-PN-HRRP,468,85,1.0347,"South Region"
"ST JOSEPHS MERCY HEALTH CENTER INC",AR,READM-30-AMI-HRRP,249,29,0.9056,"South Region"
"ST JOSEPHS MERCY HEALTH CENTER INC",AR,READM-30-HF-HRRP,670,139,0.9743,"South Region"
"ST JOSEPHS MERCY HEALTH CENTER INC",AR,READM-30-PN-HRRP,834,125,0.9138,"South Region"
"BAXTER REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,374,77,1.19,"South Region"
"BAXTER REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,564,132,1.0682,"South Region"
"BAXTER REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,804,171,1.2145,"South Region"
"CONWAY REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,194,24,0.9376,"South Region"
"CONWAY REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,222,37,0.9037,"South Region"
"CONWAY REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,457,75,1.0315,"South Region"
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK",AR,READM-30-AMI-HRRP,333,53,0.9894,"South Region"
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK",AR,READM-30-HF-HRRP,632,170,1.1286,"South Region"
"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK",AR,READM-30-PN-HRRP,521,102,1.0757,"South Region"
"ARKANSAS METHODIST MEDICAL CENTER",AR,READM-30-AMI-HRRP,166,39,1.1236,"South Region"
"ARKANSAS METHODIST MEDICAL CENTER",AR,READM-30-HF-HRRP,254,69,1.1647,"South Region"
"ARKANSAS METHODIST MEDICAL CENTER",AR,READM-30-PN-HRRP,398,67,1.0284,"South Region"
"ST MARYS REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,73,16,1.0571,"South Region"
"ST MARYS REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,259,59,1.0412,"South Region"
"ST MARYS REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,334,38,0.8905,"South Region"
"CRITTENDEN MEMORIAL HOSPITAL",AR,READM-30-HF-HRRP,217,48,0.9933,"South Region"
"CRITTENDEN MEMORIAL HOSPITAL",AR,READM-30-PN-HRRP,188,42,1.0909,"South Region"
"FIVE RIVERS MEDICAL CENTER",AR,READM-30-HF-HRRP,104,30,1.1081,"South Region"
"FIVE RIVERS MEDICAL CENTER",AR,READM-30-PN-HRRP,262,52,1.0923,"South Region"
"OUACHITA COUNTY MEDICAL CENTER",AR,READM-30-HF-HRRP,138,27,0.9878,"South Region"
"OUACHITA COUNTY MEDICAL CENTER",AR,READM-30-PN-HRRP,106,12,0.9453,"South Region"
"DREW MEMORIAL HOSPITAL",AR,READM-30-HF-HRRP,127,25,0.9559,"South Region"
"DREW MEMORIAL HOSPITAL",AR,READM-30-PN-HRRP,272,48,1.0382,"South Region"
"SPARKS REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,398,86,1.1335,"South Region"
"SPARKS REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,604,157,1.0688,"South Region"
"SPARKS REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,608,88,0.8829,"South Region"
"ST EDWARD MERCY MEDICAL CENTER",AR,READM-30-AMI-HRRP,322,34,0.8582,"South Region"
"ST EDWARD MERCY MEDICAL CENTER",AR,READM-30-HF-HRRP,547,120,0.9755,"South Region"
"ST EDWARD MERCY MEDICAL CENTER",AR,READM-30-PN-HRRP,513,62,0.8487,"South Region"
"MAGNOLIA HOSPITAL",AR,READM-30-HF-HRRP,175,52,1.152,"South Region"
"MAGNOLIA HOSPITAL",AR,READM-30-PN-HRRP,106,12,0.9443,"South Region"
"GREAT RIVER MEDICAL CENTER",AR,READM-30-HF-HRRP,62,16,1.0482,"South Region"
"GREAT RIVER MEDICAL CENTER",AR,READM-30-PN-HRRP,121,35,1.1983,"South Region"
"JEFFERSON REGIONAL MEDICAL CENTER",AR,READM-30-AMI-HRRP,148,22,0.9689,"South Region"
"JEFFERSON REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,239,61,1.0923,"South Region"
"JEFFERSON REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,254,44,1.027,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-STUTTGART",AR,READM-30-HF-HRRP,133,39,1.11,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-STUTTGART",AR,READM-30-PN-HRRP,89,13,0.9681,"South Region"
"NORTH METRO MEDICAL CENTER",AR,READM-30-HF-HRRP,105,29,1.0762,"South Region"
"NORTH METRO MEDICAL CENTER",AR,READM-30-PN-HRRP,179,33,1.019,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY",AR,READM-30-HF-HRRP,113,34,1.1157,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY",AR,READM-30-PN-HRRP,362,70,1.0802,"South Region"
"NATIONAL PARK MEDICAL CENTER",AR,READM-30-AMI-HRRP,85,19,1.084,"South Region"
"NATIONAL PARK MEDICAL CENTER",AR,READM-30-HF-HRRP,278,72,1.0987,"South Region"
"NATIONAL PARK MEDICAL CENTER",AR,READM-30-PN-HRRP,305,57,1.0327,"South Region"
"HARRIS HOSPITAL",AR,READM-30-HF-HRRP,156,44,1.1024,"South Region"
"HARRIS HOSPITAL",AR,READM-30-PN-HRRP,197,46,1.1196,"South Region"
"SALINE MEMORIAL HOSPITAL",AR,READM-30-AMI-HRRP,117,19,0.9747,"South Region"
"SALINE MEMORIAL HOSPITAL",AR,READM-30-HF-HRRP,252,58,1.0389,"South Region"
"SALINE MEMORIAL HOSPITAL",AR,READM-30-PN-HRRP,320,57,1.0675,"South Region"
"HELENA REGIONAL MEDICAL CENTER",AR,READM-30-HF-HRRP,207,51,1.103,"South Region"
"HELENA REGIONAL MEDICAL CENTER",AR,READM-30-PN-HRRP,107,18,1.0223,"South Region"
"MEDICAL CENTER SOUTH ARKANSAS",AR,READM-30-AMI-HRRP,131,17,0.9585,"South Region"
"MEDICAL CENTER SOUTH ARKANSAS",AR,READM-30-HF-HRRP,348,86,1.1111,"South Region"
"MEDICAL CENTER SOUTH ARKANSAS",AR,READM-30-PN-HRRP,259,32,0.9303,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK",AR,READM-30-AMI-HRRP,594,94,0.9979,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK",AR,READM-30-HF-HRRP,1130,231,0.9376,"South Region"
"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK",AR,READM-30-PN-HRRP,727,134,1.0666,"South Region"
"NEA BAPTIST MEMORIAL HOSPITAL",AR,READM-30-AMI-HRRP,174,24,0.9986,"South Region"
"NEA BAPTIST MEMORIAL HOSPITAL",AR,READM-30-HF-HRRP,397,95,1.0995,"South Region"
"NEA BAPTIST MEMORIAL HOSPITAL",AR,READM-30-PN-HRRP,453,60,0.8955,"South Region"
"WHITE RIVER MEDICAL CENTER",AR,READM-30-AMI-HRRP,260,50,1.0623,"South Region"
"WHITE RIVER MEDICAL CENTER",AR,READM-30-HF-HRRP,550,130,1.0469,"South Region"
"WHITE RIVER MEDICAL CENTER",AR,READM-30-PN-HRRP,637,124,1.0772,"South Region"
"ARKANSAS HEART HOSPITAL",AR,READM-30-AMI-HRRP,644,102,1.0141,"South Region"
"ARKANSAS HEART HOSPITAL",AR,READM-30-HF-HRRP,811,175,1.0046,"South Region"
"ARKANSAS HEART HOSPITAL",AR,READM-30-PN-HRRP,123,19,0.981,"South Region"
"ST VINCENT MEDICAL CENTER/NORTH",AR,READM-30-HF-HRRP,170,42,1.0363,"South Region"
"ST VINCENT MEDICAL CENTER/NORTH",AR,READM-30-PN-HRRP,149,18,0.9278,"South Region"
"ST ROSE HOSPITAL",CA,READM-30-AMI-HRRP,104,25,1.0788,"West Region"
"ST ROSE HOSPITAL",CA,READM-30-HF-HRRP,251,73,1.1017,"West Region"
"ST ROSE HOSPITAL",CA,READM-30-PN-HRRP,123,24,1.0381,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-AMI-HRRP,176,16,0.8494,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-HF-HRRP,223,34,0.8559,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-PN-HRRP,203,19,0.8402,"West Region"
"MILLS-PENINSULA MEDICAL CENTER",CA,READM-30-AMI-HRRP,156,23,0.9495,"West Region"
"MILLS-PENINSULA MEDICAL CENTER",CA,READM-30-HF-HRRP,435,93,0.9692,"West Region"
"MILLS-PENINSULA MEDICAL CENTER",CA,READM-30-PN-HRRP,380,68,1.0267,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP",CA,READM-30-HF-HRRP,53,12,1.0045,"West Region"
"QUEEN OF THE VALLEY MEDICAL CENTER",CA,READM-30-AMI-HRRP,167,27,0.9561,"West Region"
"QUEEN OF THE VALLEY MEDICAL CENTER",CA,READM-30-HF-HRRP,457,93,0.9123,"West Region"
"QUEEN OF THE VALLEY MEDICAL CENTER",CA,READM-30-PN-HRRP,317,47,0.9052,"West Region"
"ST HELENA HOSPITAL",CA,READM-30-AMI-HRRP,97,11,0.9115,"West Region"
"ST HELENA HOSPITAL",CA,READM-30-HF-HRRP,210,33,0.8612,"West Region"
"ST HELENA HOSPITAL",CA,READM-30-PN-HRRP,140,26,1.0057,"West Region"
"SUTTER AMADOR HOSPITAL",CA,READM-30-HF-HRRP,136,23,0.9247,"West Region"
"SUTTER AMADOR HOSPITAL",CA,READM-30-PN-HRRP,172,17,0.8783,"West Region"
"MERCY GENERAL HOSPITAL",CA,READM-30-AMI-HRRP,584,92,0.9916,"West Region"
"MERCY GENERAL HOSPITAL",CA,READM-30-HF-HRRP,388,74,0.9215,"West Region"
"MERCY GENERAL HOSPITAL",CA,READM-30-PN-HRRP,237,41,0.9897,"West Region"
"PACIFIC ALLIANCE MEDICAL CENTER",CA,READM-30-HF-HRRP,199,53,1.0372,"West Region"
"PACIFIC ALLIANCE MEDICAL CENTER",CA,READM-30-PN-HRRP,116,23,0.9987,"West Region"
"RIVERSIDE COMMUNITY HOSPITAL",CA,READM-30-AMI-HRRP,383,74,1.0446,"West Region"
"RIVERSIDE COMMUNITY HOSPITAL",CA,READM-30-HF-HRRP,469,130,1.0848,"West Region"
"RIVERSIDE COMMUNITY HOSPITAL",CA,READM-30-PN-HRRP,329,68,1.0443,"West Region"
"PARADISE VALLEY HOSPITAL",CA,READM-30-AMI-HRRP,47,17,1.0724,"West Region"
"PARADISE VALLEY HOSPITAL",CA,READM-30-HF-HRRP,307,83,1.0123,"West Region"
"PARADISE VALLEY HOSPITAL",CA,READM-30-PN-HRRP,197,38,0.992,"West Region"
"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER",CA,READM-30-AMI-HRRP,228,39,0.9863,"West Region"
"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER",CA,READM-30-HF-HRRP,312,85,1.082,"West Region"
"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER",CA,READM-30-PN-HRRP,288,66,1.1334,"West Region"
"GROSSMONT HOSPITAL",CA,READM-30-AMI-HRRP,254,46,1.0268,"West Region"
"GROSSMONT HOSPITAL",CA,READM-30-HF-HRRP,761,180,1.0355,"West Region"
"GROSSMONT HOSPITAL",CA,READM-30-PN-HRRP,556,101,1.0287,"West Region"
"MAD RIVER COMMUNITY HOSPITAL",CA,READM-30-HF-HRRP,61,13,0.9943,"West Region"
"MAD RIVER COMMUNITY HOSPITAL",CA,READM-30-PN-HRRP,154,18,0.9241,"West Region"
"OROVILLE HOSPITAL",CA,READM-30-AMI-HRRP,77,19,1.0709,"West Region"
"OROVILLE HOSPITAL",CA,READM-30-HF-HRRP,425,106,1.0293,"West Region"
"OROVILLE HOSPITAL",CA,READM-30-PN-HRRP,412,101,1.1712,"West Region"
"BAKERSFIELD MEMORIAL HOSPITAL",CA,READM-30-AMI-HRRP,188,41,1.0689,"West Region"
"BAKERSFIELD MEMORIAL HOSPITAL",CA,READM-30-HF-HRRP,340,92,1.0644,"West Region"
"BAKERSFIELD MEMORIAL HOSPITAL",CA,READM-30-PN-HRRP,282,51,0.9871,"West Region"
"SANTA CLARA VALLEY MEDICAL CENTER",CA,READM-30-HF-HRRP,167,38,1.0302,"West Region"
"SANTA CLARA VALLEY MEDICAL CENTER",CA,READM-30-PN-HRRP,126,17,0.9426,"West Region"
"ENLOE MEDICAL CENTER",CA,READM-30-AMI-HRRP,435,76,1.0175,"West Region"
"ENLOE MEDICAL CENTER",CA,READM-30-HF-HRRP,454,110,1.05,"West Region"
"ENLOE MEDICAL CENTER",CA,READM-30-PN-HRRP,659,122,1.0686,"West Region"
"LAC/OLIVE VIEW-UCLA MEDICAL CENTER",CA,READM-30-HF-HRRP,61,15,1.0069,"West Region"
"LAC/OLIVE VIEW-UCLA MEDICAL CENTER",CA,READM-30-PN-HRRP,53,15,1.0695,"West Region"
"ST ELIZABETH COMMUNITY HOSPITAL",CA,READM-30-HF-HRRP,169,20,0.8284,"West Region"
"ST ELIZABETH COMMUNITY HOSPITAL",CA,READM-30-PN-HRRP,221,28,0.9015,"West Region"
"ALTA BATES SUMMIT MEDICAL CENTER",CA,READM-30-AMI-HRRP,303,60,1.0295,"West Region"
"ALTA BATES SUMMIT MEDICAL CENTER",CA,READM-30-HF-HRRP,548,114,0.9731,"West Region"
"ALTA BATES SUMMIT MEDICAL CENTER",CA,READM-30-PN-HRRP,383,75,1.0642,"West Region"
"EL CENTRO REGIONAL MEDICAL CENTER",CA,READM-30-AMI-HRRP,85,20,1.0656,"West Region"
"EL CENTRO REGIONAL MEDICAL CENTER",CA,READM-30-HF-HRRP,320,74,1.0302,"West Region"
"EL CENTRO REGIONAL MEDICAL CENTER",CA,READM-30-PN-HRRP,280,57,1.1115,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP",CA,READM-30-AMI-HRRP,205,32,0.966,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP",CA,READM-30-HF-HRRP,546,108,0.9522,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP",CA,READM-30-PN-HRRP,341,49,0.9528,"West Region"
"SAN GORGONIO MEMORIAL HOSPITAL",CA,READM-30-HF-HRRP,101,26,1.0386,"West Region"
"SAN GORGONIO MEMORIAL HOSPITAL",CA,READM-30-PN-HRRP,183,30,0.9828,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS",CA,READM-30-HF-HRRP,143,30,0.9801,"West Region"
"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS",CA,READM-30-PN-HRRP,118,23,1.0601,"West Region"
"ANTELOPE VALLEY HOSPITAL",CA,READM-30-AMI-HRRP,209,36,0.9688,"West Region"
"ANTELOPE VALLEY HOSPITAL",CA,READM-30-HF-HRRP,397,92,0.9918,"West Region"
"ANTELOPE VALLEY HOSPITAL",CA,READM-30-PN-HRRP,328,75,1.1289,"West Region"
"KAWEAH DELTA MEDICAL CENTER",CA,READM-30-AMI-HRRP,385,73,1.0543,"West Region"
"KAWEAH DELTA MEDICAL CENTER",CA,READM-30-HF-HRRP,662,141,0.9393,"West Region"
"KAWEAH DELTA MEDICAL CENTER",CA,READM-30-PN-HRRP,868,127,0.8968,"West Region"
"GLENDALE MEM HOSPITAL & HLTH CENTER",CA,READM-30-AMI-HRRP,216,47,1.0956,"West Region"
"GLENDALE MEM HOSPITAL & HLTH CENTER",CA,READM-30-HF-HRRP,630,171,1.1047,"West Region"
"GLENDALE MEM HOSPITAL & HLTH CENTER",CA,READM-30-PN-HRRP,385,68,0.989,"West Region"
"COMMUNITY REGIONAL MEDICAL CENTER",CA,READM-30-AMI-HRRP,453,87,1.0391,"West Region"
"COMMUNITY REGIONAL MEDICAL CENTER",CA,READM-30-HF-HRRP,510,140,1.1152,"West Region"
"COMMUNITY REGIONAL MEDICAL CENTER",CA,READM-30-PN-HRRP,428,91,1.1142,"West Region"
"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER",CA,READM-30-AMI-HRRP,108,29,1.0775,"West Region"
"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER",CA,READM-30-HF-HRRP,424,110,1.0289,"West Region"
"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER",CA,READM-30-PN-HRRP,271,57,1.0301,"West Region"
"OAK VALLEY DISTRICT HOSPITAL",CA,READM-30-HF-HRRP,45,12,1.0463,"West Region"
"OAK VALLEY DISTRICT HOSPITAL",CA,READM-30-PN-HRRP,61,11,1.0264,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-AMI-HRRP,180,23,0.8843,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-HF-HRRP,477,100,0.9506,"West Region"
"ST JOSEPH HOSPITAL",CA,READM-30-PN-HRRP,295,38,0.8808,"West Region"
"SCRIPPS MERCY HOSPITAL",CA,READM-30-AMI-HRRP,265,38,0.9075,"West Region"
"SCRIPPS MERCY HOSPITAL",CA,READM-30-HF-HRRP,742,183,1.0362,"West Region"
"SCRIPPS MERCY HOSPITAL",CA,READM-30-PN-HRRP,582,108,1.0023,"West Region"
